EMPLID,Name,AcademicPlan,Grad Year
4045741,"lnrst,zdlzl",F100-2208,20-21
9867257,"hjxgk,plbkq",F100-2208,20-21
4590979,"jewrv,znnac",F100-2208,19-20
0680136,"chuof,gekft",F100-2208,19-20
9060276,"gfobe,lzxhp",F100-2208,19-20
1423636,"zvibw,hlbjr",F100-2208,20-21
4458663,"xuluc,idaxh",F100-2208,19-20
5347542,"ykkvq,fqedt",F100-2208,19-20
6555902,"mvvse,wnyad",F100-2208,20-21
0476213,"zzynk,thgsg",F100-2208,19-20
7191880,"cnzfk,wmlcw",F100-2208,19-20
9843212,"dchvj,rbylg",F100-2208,20-21
4092184,"dbxan,tupdm",F100-2208,19-20
2971310,"qnhmv,kyyks",F100-2208,20-21
4987377,"ahoni,grkow",F100-2208,19-20
4976154,"agdav,hlhui",F100-2208,20-21
4184236,"iujka,yatgs",F100-2208,19-20
7652683,"qktsg,wwxpq",F100-2208,20-21
3713856,"zycyq,pgowi",F100-2208,20-21
5199939,"wreex,ykcma",F100-2208,20-21
4194001,"ynidp,oykwk",F100-2208,20-21
2302317,"yxzbc,ggijh",F100-2208,20-21
8796505,"cmgse,hrrpk",F100-2208,20-21
3244624,"zazzu,ynmgh",F100-2208,19-20
4302075,"oabpu,xwcbt",F100-2208,19-20
8118809,"rmdev,afdkw",F100-2208,19-20
3750440,"mielg,tqeug",F100-2208,19-20
9354596,"oqmsd,yicjx",F100-2208,20-21
5907042,"cvsqc,ibvsi",F100-2208,19-20
4520691,"xzqbk,zlyog",F100-2208,20-21
6454866,"wbrsn,khasb",F100-2208,19-20
4549412,"qdtbp,dlcre",F100-2208,20-21
2767997,"zpjlm,rfsqg",F100-2208,20-21
9207142,"ckxxh,mrtoe",F100-2208,19-20
3637775,"escrc,hdzrb",F100-2208,19-20
2510491,"vvbea,uauuh",F100-2208,20-21
7810759,"ecqkp,nwqtc",F100-2208,20-21
8362766,"iszdj,bcocq",F100-2208,20-21
9168780,"zeigw,muxag",F100-2208,20-21
2898610,"dvpya,wwzpc",F100-2208,19-20
2654281,"kspor,akyig",F100-2208,19-20
8192925,"wwjwt,peiti",F100-2208,20-21
3267193,"esxrj,bsiva",F100-2208,20-21
3560135,"cbjve,lfobj",F100-2208,19-20
5371309,"toqra,tytwc",F100-2208,19-20
4329002,"bcpct,vtttn",F100-2208,20-21
1528881,"ohmsg,ohidj",F100-2208,19-20
3143601,"vqihn,lccpf",F100-2208,19-20
8451691,"byprm,lpwba",F100-2208,20-21
3717496,"hplyc,ykplv",F100-2208,19-20
3368968,"fotvq,suysu",F100-2208,20-21
9069267,"hxqxv,theun",F100-2208,19-20
9464318,"qgzld,kipzl",F100-2208,20-21
7164284,"cmnbm,nzhag",F100-2208,20-21
9387840,"kxerz,hcrgw",F100-2208,19-20
7534957,"zukkc,fowft",F100-2208,19-20
3935946,"svvee,mmolg",F100-2208,19-20
2210979,"oywka,mhktx",F100-2208,19-20
2652377,"sscsh,fupiv",F100-2208,20-21
8737691,"ozdhr,kmjri",F100-2208,19-20
0639144,"mealy,fxkjn",F100-2208,19-20
0479966,"ecrea,njlfd",F100-2208,20-21
0084743,"tfrrb,vzafe",F100-2208,19-20
1336623,"mkpfs,hpbru",F100-2208,20-21
5087098,"fmrsr,pevhz",F100-2208,19-20
6733197,"mkyge,tknpv",F100-2208,20-21
9555967,"onynb,jwgdw",F100-2208,20-21
1701409,"lxdvy,liyeb",F100-2208,19-20
7952882,"gznrv,ybizm",F100-2208,19-20
7218725,"hdjbt,forqn",F100-2208,19-20
3847394,"djnsz,ejxma",F100-2208,20-21
2177283,"onyhd,iksat",F100-2208,19-20
3723976,"uvoum,fxjjf",F100-2208,20-21
8687538,"pedop,inifs",F100-2208,19-20
0228448,"nkfcg,ajjeg",F100-2208,19-20
9101909,"teaxq,qracs",F100-2208,19-20
1435536,"mfapw,nqxws",F100-2208,20-21
1262238,"vpkwx,rqkky",F100-2208,20-21
7983335,"gbhln,oksai",F100-2208,19-20
1672520,"giujw,hkjit",F100-2208,19-20
0108774,"vzxdt,mtukq",F100-2208,20-21
1659537,"yaftz,kowtj",F100-2208,20-21
8843235,"dsyrp,wwgoi",F100-2208,19-20
1528326,"maryv,ukcsq",F100-2208,19-20
3394671,"becyh,nhesm",F100-2208,20-21
2408604,"rklgr,ajzon",F100-2208,19-20
7992349,"spaur,gzpco",F100-2208,19-20
9199003,"pnjws,nukfn",F100-2208,19-20
7331974,"poesg,nzhnl",F100-2208,19-20
2421469,"qfrwc,gnyef",F100-2208,19-20
1418342,"vzmmu,zomxg",F100-2208,19-20
8403079,"aiqmq,hgvam",F100-2208,20-21
1236325,"hraus,lpaiy",F100-2208,20-21
0153391,"sxshg,xlxdd",F100-2208,20-21
8179811,"weazk,zkifw",F100-2208,20-21
0954904,"mqxuh,zzzbj",F100-2208,19-20
2644664,"unecy,zvqtl",F100-2208,20-21
5017220,"nwpzt,aatdj",F100-2208,19-20
9580340,"fciwm,ljusy",F100-2208,20-21
9397059,"zazfp,jjldc",F100-2208,19-20
2092372,"actup,clxnt",F100-2208,19-20
4428852,"rwlad,kqcxb",F100-2208,20-21
5820448,"uvgea,lgtgx",F100-2208,19-20
4949635,"amdcn,xpssn",F100-2208,20-21
7041029,"ovmnd,rexqy",F100-2208,19-20
0303280,"lxzmz,jmncr",F100-2208,19-20
8853119,"jixff,avjyf",F100-2208,20-21
8553095,"tcdjw,inack",F100-2208,19-20
3154896,"cadgb,vsnmh",F100-2208,20-21
7211143,"zkbpx,nuwnz",F100-2208,19-20
7182153,"vsjoa,ulzcq",F100-2208,19-20
9393097,"ywyqk,uvojq",F100-2208,20-21
9477402,"nsiiz,fpmsy",F100-2208,19-20
3138759,"oltpi,vhmwk",F100-2208,20-21
2874016,"mgmfn,vcggd",F100-2208,20-21
3149632,"oyzys,zebju",F100-2208,19-20
1372170,"uzkps,lcxme",F100-2208,20-21
3203887,"zuihc,vdxvk",F100-2208,20-21
0596559,"tupjm,maqvz",F100-2208,20-21
2291379,"ovmlg,uapxn",F100-2208,20-21
6700482,"pdjvc,hjdqd",F100-2208,19-20
1026501,"dksqk,oyioh",F100-2208,20-21
1125027,"ykdtq,ahnbs",F100-2208,20-21
4624886,"vmpjb,iudkb",F100-2208,20-21
1136666,"ozjob,uqknv",F100-2208,20-21
6406670,"yzhaj,yzdoo",F100-2208,19-20
0956685,"ywvoi,vmval",F100-2208,20-21
7538153,"mikgr,jiziq",F100-2208,20-21
2034517,"pokjp,ubzne",F100-2208,20-21
9844985,"zhgoy,sdlbt",F100-2208,19-20
9019574,"egmmj,jvmza",F100-2208,20-21
6323807,"krnyq,obchc",F100-2208,19-20
7222057,"imqxh,xigjv",F100-2208,20-21
6398347,"evxcm,byade",F100-2208,19-20
8494764,"lygbi,rnnsl",F100-2208,19-20
7447688,"wjpby,wpmhk",F100-2208,20-21
5313701,"hlxfg,eupqu",F100-2208,20-21
5991135,"ccfek,hubod",F100-2208,20-21
1290519,"joeik,zegln",F100-2208,19-20
2709051,"iztbl,jeqlz",F100-2208,19-20
9018801,"pmxwh,ffvhx",F100-2208,19-20
5725879,"igsfr,elcns",F100-2208,20-21
1291357,"plydd,pwvod",F100-2208,19-20
7322301,"oulgl,bshdo",F100-2208,19-20
6518111,"kwhdk,mlbey",F100-2208,20-21
7732525,"mdilu,wuxzn",F100-2208,19-20
5684031,"bwgxk,jrjla",F100-2208,19-20
2222972,"kkmdi,kugnp",F100-2208,20-21
2843503,"zctkr,ertrk",F100-2208,19-20
5736545,"rcntt,tlsnk",F100-2208,20-21
1222903,"qludd,gtpob",F100-2208,19-20
6039080,"ktuor,wzhkn",F100-2208,20-21
3453096,"zxwpc,qvciq",F100-2208,20-21
4492105,"mxcbw,pewuq",F100-2208,20-21
9156053,"ojnwj,izxkb",F100-2208,19-20
1151631,"dhtwx,bxdss",F100-2208,19-20
5426170,"fbdjs,mqcbn",F100-2208,20-21
3059879,"malph,tadak",F100-2208,20-21
5676951,"wyjxq,txslk",F100-2208,19-20
8774173,"zxanj,wdohi",F100-2208,20-21
1463972,"ltmjh,ltnjz",F100-2208,19-20
6057815,"mguyq,hmnci",F100-2208,20-21
7565502,"mewwq,fnmfg",F100-2208,20-21
5506525,"ulzrv,abycn",F100-2208,19-20
6804220,"farym,ofnzn",F100-2208,20-21
9531303,"gisva,frfvc",F100-2208,20-21
8386535,"xsmwm,wbfxh",F100-2208,20-21
5646032,"zyonu,ltexa",F100-2208,19-20
1961716,"tqngq,sxwfa",F100-2208,20-21
7019864,"nqsqu,elnii",F100-2208,20-21
4238891,"qbepw,unhng",F100-2208,19-20
0982368,"ehhek,wslwz",F100-2208,20-21
6105974,"ctygv,shwva",F100-2208,19-20
7335875,"qcutv,vcapm",F100-2208,19-20
2385545,"xdjos,lmeam",F100-2208,19-20
3925353,"dkfuf,wqcze",F100-2208,20-21
9987461,"jsdat,exojz",F100-2208,19-20
9386006,"ppnda,klxcq",F100-2208,20-21
7690208,"mfnig,uuxso",F100-2208,20-21
7222177,"fobjb,lslpd",F100-2208,19-20
2392854,"oreoq,amxns",F100-2208,20-21
2081849,"asbrr,zsxex",F100-2208,19-20
3686416,"jlqql,tvbfa",F100-2208,20-21
6668083,"ukyrp,ecnck",F100-2208,19-20
3838556,"teqto,nvfpr",F100-2208,20-21
6489563,"kbjtc,eiyfv",F100-2208,20-21
8706286,"ogbpf,czybr",F100-2208,19-20
1484779,"uytna,gtyos",F100-2208,19-20
3750756,"bwpkn,lejhx",F100-2208,19-20
2389296,"ficso,degba",F100-2208,20-21
2336405,"utwil,pacij",F100-2208,20-21
4537991,"jcmft,xqhtc",F100-2208,20-21
1764674,"wsrdy,dywdh",F100-2208,20-21
3690928,"pkgmg,ydzxz",F100-2208,20-21
6369164,"opccj,wfhfp",F100-2208,19-20
5013421,"leixq,tycaz",F100-2208,19-20
4112428,"jebsp,hwkji",F100-2208,20-21
8861481,"xbmux,uglmy",F100-2208,20-21
9162250,"bkyub,igrqz",F100-2208,19-20
6869443,"apvpz,sjbqc",F100-2208,19-20
6966580,"hpggc,lwcfb",F100-2208,19-20
0746648,"piyss,gqoda",F100-2208,19-20
5089849,"jcyzf,upsbn",F100-2208,20-21
0726222,"hsgqd,knuhp",F100-2208,20-21
6014004,"tjxym,ijfeg",F100-2208,19-20
2020996,"lzxki,xejuz",F100-2208,20-21
7693902,"aphfa,vqlvx",F100-2208,19-20
6897684,"zojzr,kgwas",F100-2208,19-20
9097392,"mafyd,xsjno",F100-2208,20-21
7755190,"uzxxs,falcp",F100-2208,19-20
0566098,"mulhl,fjgnz",F100-2208,20-21
0406566,"hnotm,pytql",F100-2208,19-20
2034589,"jregp,pblua",F100-2208,19-20
3825787,"qzkcb,bcxfp",F100-2208,20-21
9989679,"mjvtm,oszds",F100-2208,20-21
2946965,"dvchq,ybckv",F100-2208,20-21
4023771,"gjrlx,brkid",F100-2208,20-21
2514631,"ifdhk,jdywy",F100-2208,20-21
0430201,"rmkhc,bsjlf",F100-2208,19-20
2941918,"fnfit,cqppu",F100-2208,19-20
4055918,"cdvwh,inspa",F100-2208,19-20
4179077,"wnory,xlamp",F100-2208,19-20
1373811,"ijhtm,yknuu",F100-2208,20-21
4910080,"eqfus,fwptt",F100-2208,19-20
2235609,"yytok,lbaqi",F100-2208,19-20
1353060,"mmlae,bvxpd",F100-2208,19-20
4153412,"unhrr,tgams",F100-2208,19-20
2852941,"nvifm,lvyhj",F100-2208,19-20
7029244,"fcfyl,gcsfl",F100-2208,20-21
6847062,"cmyor,hoohq",F100-2208,20-21
1165279,"nlmnm,ckdbq",F100-2208,20-21
1169553,"qotnw,fjyeq",F100-2208,20-21
6204728,"sgxht,qkssu",F100-2208,19-20
8903483,"ioobr,dlvvz",F100-2208,20-21
8368505,"plauf,vtdvr",F100-2208,19-20
8833307,"qcmqw,esztv",F100-2208,20-21
6793231,"xceqz,fmrqu",F100-2208,19-20
3909630,"ukegd,vjxnl",F100-2208,20-21
1906730,"zazuo,ponvn",F100-2208,20-21
8296669,"pbqfy,evgiv",F100-2208,20-21
9841038,"wilgr,apadn",F100-2208,20-21
5733778,"wezfe,zymyy",F100-2208,20-21
6336262,"mvkbs,nghnz",F100-2208,20-21
5371595,"fwvfh,zvasp",F100-2208,19-20
5685687,"eijhf,zeidq",F100-2208,20-21
0384436,"auzps,tpxxs",F100-2208,20-21
7707991,"ybxxk,kgfum",F100-2208,19-20
5477642,"bjklm,rxuqb",F100-2208,20-21
9319251,"cpqre,hsfqu",F100-2208,19-20
6525166,"qahbt,luynl",F100-2208,19-20
3841068,"ezxli,uzrwg",F100-2208,19-20
0739971,"dmukd,onaxi",F100-2208,19-20
4210173,"xopzn,poere",F100-2208,20-21
4710478,"iveyx,rdiwc",F100-2208,20-21
6752789,"wqhic,lnnhl",F100-2208,19-20
3846583,"wgoys,gnjpc",F100-2208,19-20
7100197,"icrvq,xuwvr",F100-2208,19-20
2673132,"jvxst,lpchj",F100-2208,20-21
8177716,"xofel,mspgh",F100-2208,19-20
6310092,"zfpah,rjjgi",F100-2208,20-21
4725888,"tvuti,btwum",F100-2208,19-20
3646503,"okdhn,qauwd",F100-2208,20-21
3961352,"okcjx,mhrfj",F100-2208,20-21
0222188,"akvza,jiauq",F100-2208,20-21
7286387,"hrjpy,xdkeh",F100-2208,19-20
5953339,"gsexs,ybfmg",F100-2208,20-21
6897139,"kotbb,gromh",F100-2208,19-20
5272565,"hvwsf,ahfjv",F100-2208,20-21
3249095,"qwelg,xctfb",F100-2208,19-20
0922677,"irmeq,xuabw",F100-2208,20-21
4107414,"knvgu,pvzbp",F100-2208,20-21
8205820,"hgxss,zacvd",F100-2208,20-21
2902747,"syskx,vlfcs",F100-2208,19-20
6746944,"mlyht,kxzcv",F100-2208,19-20
7140663,"xdbjy,tmsrz",F100-2208,19-20
7623956,"tyaoj,ujbiv",F100-2208,19-20
9189061,"duuaq,ffdca",F100-2208,20-21
5704781,"qyfii,euyer",F100-2208,19-20
7857657,"pxewe,iqwux",F100-2208,19-20
8851118,"ffknd,tncvq",F100-2208,20-21
1907193,"vmdbw,plrsr",F100-2208,20-21
1087329,"gpiam,adzou",F100-2208,20-21
6626510,"ohooc,ttnxa",F100-2208,20-21
1055093,"whlmj,ipsqk",F100-2208,19-20
0015487,"apbtz,zfjxr",F100-2208,20-21
9980604,"kuphg,ttqzx",F100-2208,19-20
9060080,"ekzmh,ziqgt",F100-2208,20-21
6340426,"kzelz,hnnux",F100-2208,20-21
9845531,"jpzbc,sxvmk",F100-2208,20-21
8196276,"waybl,zbwfz",F100-2208,19-20
9386433,"uzuji,pyiwn",F100-2208,20-21
2767372,"eujzq,sgbgv",F100-2208,19-20
7034493,"huech,niagq",F100-2208,20-21
6694669,"hlnue,dztvj",F100-2208,20-21
4336472,"rktzu,onzxi",F100-2208,20-21
5274681,"wjvnj,tghsd",F100-2208,19-20
1232092,"dojmw,sovxl",F100-2208,20-21
3114145,"uyaps,csaia",F100-2208,19-20
1858386,"spqyj,hpwfx",F100-2208,20-21
4989488,"hdwmo,znpxr",F100-2208,19-20
0863642,"smjnx,twtft",F100-2208,20-21
2908232,"tkmse,daazb",F100-2208,19-20
4730678,"sexyk,xizcp",F100-2208,20-21
4906986,"mjixf,tdcdg",F100-2208,20-21
9767602,"mqtkl,xbfeu",F100-2208,19-20
5227274,"ydben,ggxra",F100-2208,20-21
3886744,"zitxv,fmtla",F100-2208,20-21
6758343,"fglup,ghtkl",F100-2208,20-21
3383649,"gzsbx,fxpqr",F100-2208,19-20
7418534,"eevtn,qgkwv",F100-2208,19-20
9584081,"pyimt,sxgrl",F100-2208,20-21
8958067,"ewfxl,gyudm",F100-2208,19-20
6691181,"jfpbp,liuge",F100-2208,20-21
7806249,"kkpfy,xnwml",F100-2208,20-21
2739331,"gonej,ipmht",F100-2208,19-20
7080800,"gglyo,homve",F100-2208,19-20
9528006,"vetms,holnf",F100-2208,20-21
5955468,"hpmnw,hpkek",F100-2208,20-21
0290941,"qqrur,pjsqc",F100-2208,19-20
9040381,"hjgoj,dpivu",F100-2208,19-20
3400532,"uwmfp,awgrf",F100-2208,19-20
3197237,"yykhf,exyux",F100-2208,19-20
5201893,"mzcpd,beinu",F100-2208,20-21
0654697,"xuetp,ryurd",F100-2208,20-21
7934909,"qbqmy,pqvzc",F100-2208,19-20
3120507,"llhmz,hwdpb",F100-2208,19-20
4038955,"dofea,kwwpl",F100-2208,20-21
4790992,"qxtaj,ztiip",F100-2208,20-21
8387953,"puvjt,aihxl",F100-2208,19-20
3373119,"jjozw,mpisg",F100-2208,20-21
5146114,"gyrsd,zkutp",F100-2208,19-20
9967657,"yifji,qlzou",F100-2208,20-21
5578751,"cizhy,ruoct",F100-2208,19-20
0705787,"icnmc,zrkcu",F100-2208,20-21
0145689,"ffzdu,rwglu",F100-2208,19-20
1445990,"fvtsv,haamo",F100-2208,19-20
4891825,"xcngc,cnqac",F100-2208,19-20
9568570,"gjstb,whwls",F100-2208,19-20
5950933,"rvpdw,xmzdv",F100-2208,20-21
9444481,"szvyq,wajrj",F100-2208,20-21
4866151,"otgmx,hsngo",F100-2208,20-21
2898332,"omkeq,sgxrc",F100-2208,19-20
2175706,"zhzcy,umnhe",F100-2208,20-21
0284652,"gxwzt,tpwnk",F100-2208,20-21
7418834,"ecedv,ftacm",F100-2208,19-20
2990634,"pupal,pevhy",F100-2208,20-21
0095476,"gfveq,lbokq",F100-2208,20-21
3663651,"eywic,lsuxx",F100-2208,20-21
1194533,"rwufn,gczwy",F100-2208,20-21
1122388,"inayp,dysga",F100-2208,19-20
6480809,"owalh,uoirl",F100-2208,20-21
5338758,"xwgxy,gpngv",F100-2208,20-21
3621501,"ibnny,nqgif",F100-2208,20-21
6512450,"kbkji,ordxt",F100-2208,20-21
8332290,"xhcbx,fdzvn",F100-2208,20-21
7728396,"iyoyu,nhobz",F100-2208,19-20
5129360,"buhwz,jnhoi",F100-2208,20-21
2774818,"fmcjy,mbybe",F100-2208,20-21
9284399,"tiuqv,bipxq",F100-2208,20-21
4004930,"ihheo,gxmer",F100-2208,19-20
9629581,"xxnxm,ipmur",F100-2208,20-21
1958068,"vsska,ejkgz",F100-2208,19-20
1251124,"zfnus,fodup",F100-2208,20-21
1098257,"ksqrx,ubtge",F100-2208,19-20
6408701,"jjyww,odvsj",F100-2208,20-21
5186214,"kqoxb,nqvec",F100-2208,20-21
9052280,"tvjlh,gwxll",F100-2208,19-20
7810265,"flnfj,lqfxk",F100-2208,20-21
5001873,"wvlfn,gtaag",F100-2208,20-21
9920422,"jrmgk,fjxpq",F100-2208,20-21
1502085,"fbnvz,cwqra",F100-2208,20-21
4065060,"kkhvc,pidpq",F100-2208,19-20
4771689,"wevnj,xxlwy",F100-2208,20-21
1586133,"adpva,ocnws",F100-2208,19-20
3564979,"jazyy,dyioc",F100-2208,19-20
5625550,"jadtj,wmems",F100-2208,19-20
9367213,"yodmo,koguk",F100-2208,19-20
6169154,"ozpyo,ucyil",F100-2208,19-20
7136670,"njvjx,nbkfa",F100-2208,20-21
2183434,"krnri,awaav",F100-2208,19-20
8832948,"svoae,jgcpi",F100-2208,20-21
5240871,"qdgdj,wxait",F100-2208,20-21
7347537,"bvrhg,xpyrq",F100-2208,19-20
8157982,"vxkzw,afjvu",F100-2208,20-21
4434520,"rnlop,ysqrj",F100-2208,19-20
0944685,"diugd,zzxli",F100-2208,20-21
5036423,"iscwp,ooevb",F100-2208,20-21
4011218,"ywmrl,blfmb",F100-2208,19-20
2856844,"pjfjj,vmziy",F100-2208,20-21
9841714,"qjznv,umwaq",F100-2208,20-21
8801272,"gxafb,cvleg",F100-2208,19-20
0639713,"xfrcw,ymggh",F100-2208,19-20
7166198,"pwbpb,drnkj",F100-2208,19-20
5910591,"gitro,ssoqy",F100-2208,19-20
5742300,"xmvkm,flzhr",F100-2208,19-20
2945805,"eceoy,xzmqc",F100-2208,20-21
4058946,"gxqbh,uytzu",F100-2208,19-20
9368648,"iuaai,rrkph",F100-2208,20-21
5980999,"ogjie,ixdux",F100-2208,19-20
8369845,"laeav,mecqe",F100-2208,20-21
3525996,"ajgqz,dcqag",F100-2208,19-20
6067178,"pssoz,qsvou",F100-2208,19-20
2752551,"zjrza,vmadc",F100-2208,20-21
9453258,"qulfi,mzhyk",F100-2208,20-21
6804027,"chrib,jzaup",F100-2208,19-20
7494174,"akcee,gcclk",F100-2208,20-21
1647310,"cgmxb,fjlks",F100-2208,19-20
3026791,"ahohg,dwlxb",F100-2208,19-20
5670135,"dwlce,plenu",F100-2208,20-21
3778484,"dwspe,kobwy",F100-2208,19-20
6245459,"yhbjb,vodur",F100-2208,19-20
6195343,"akrqw,hezhp",F100-2208,19-20
8914850,"qhbxs,tcgdy",F100-2208,19-20
1275072,"xgojy,diulv",F100-2208,20-21
5015292,"ivlct,gitkc",F100-2208,20-21
3379634,"alqyg,cymfp",F100-2208,20-21
6143413,"fdsph,husnz",F100-2208,19-20
6999824,"wfgtg,gjmpz",F100-2208,20-21
6953229,"vummu,oxhqq",F100-2208,19-20
2222842,"dnvbt,olpon",F100-2208,19-20
9923075,"ajqpf,ksfue",F100-2208,19-20
4438940,"tbmsq,gpqyn",F100-2208,20-21
7286877,"sifio,wfebq",F100-2208,19-20
9307833,"bxupz,mqlxc",F100-2208,19-20
8990898,"ebhzz,uuxrw",F100-2208,20-21
8132216,"ldebg,cxemg",F100-2208,19-20
0069060,"moepe,jsmtg",F100-2208,20-21
6561357,"uytqn,avajd",F100-2208,19-20
3595281,"szvbi,vleqf",F100-2208,19-20
0900128,"smzrg,suyqv",F100-2208,19-20
3686634,"nhjfd,bvvcc",F100-2208,19-20
8039489,"apbss,mfmlx",F100-2208,20-21
0194213,"bywoc,afkxd",F100-2208,19-20
2880447,"rkpjn,sshxj",F100-2208,19-20
7874723,"abapt,nibdx",F100-2208,20-21
9541258,"oxjhm,acvaf",F100-2208,19-20
1007379,"tsgsf,jvgcf",F100-2208,20-21
5518461,"ypcdi,vkxrb",F100-2208,20-21
5096524,"vyobs,llvwa",F100-2208,20-21
9451008,"hvhaq,nnlpc",F100-2208,19-20
7526360,"mzmex,kzjnb",F100-2208,20-21
3152894,"dzlgw,ziqod",F100-2208,19-20
9317496,"ofsly,josxj",F100-2208,20-21
6270490,"itivl,zauxx",F100-2208,19-20
2299194,"vxyxe,wboop",F100-2208,19-20
0399967,"qhuzo,mfgpd",F100-2208,20-21
3479613,"mqmbl,riago",F100-2208,20-21
3459508,"cswae,crnfw",F100-2208,20-21
2554046,"jnjgi,kxlab",F100-2208,20-21
6928731,"xslpx,lxmux",F100-2208,19-20
8296175,"gdket,tktkb",F100-2208,20-21
2506192,"cnvhl,gsbre",F100-2208,19-20
5912684,"oqgdv,dfyvk",F100-2208,20-21
1482934,"tdnhf,qoryt",F100-2208,20-21
9788637,"diasa,utkkr",F100-2208,20-21
1481605,"rento,nsokz",F100-2208,20-21
0131470,"amyuq,fudsu",F100-2208,20-21
7735752,"qgvci,hkafg",F100-2208,19-20
8955707,"dqisl,obiwk",F100-2208,20-21
1836826,"fftoc,oncei",F100-2208,20-21
4610373,"dbstk,lvhvv",F100-2208,20-21
6290923,"bhyuu,jkzim",F100-2208,19-20
5212833,"nxfhe,qscij",F100-2208,19-20
2838979,"lsjuh,lnyuw",F100-2208,19-20
7579363,"kbrsy,pwhpn",F100-2208,20-21
7214265,"pvuda,agsrq",F100-2208,19-20
1315293,"vhlxm,lzxbc",F100-2208,19-20
7197380,"kjbvu,iyvfh",F100-2208,19-20
5256993,"eaefl,yyfkw",F100-2208,19-20
9454498,"ajylu,lyffs",F100-2208,19-20
6374111,"ovbtr,uoogv",F100-2208,20-21
4872253,"bxyhg,cvokx",F100-2208,19-20
1121234,"pbgxb,nlawu",F100-2208,20-21
1157349,"dyoyh,hyebo",F100-2208,20-21
7369262,"lxxba,ivffx",F100-2208,20-21
9043913,"mkiby,thrlt",F100-2208,19-20
3197737,"zdghm,glpys",F100-2208,19-20
8773263,"axrat,iaixr",F100-2208,20-21
8986713,"szslj,dorgm",F100-2208,19-20
3222765,"yynjj,myppi",F100-2208,19-20
5446497,"tnkom,mcucm",F100-2208,20-21
4195948,"ddydr,whbnw",F100-2208,19-20
6218079,"osttc,bniut",F100-2208,19-20
8550117,"kzgna,blfzg",F100-2208,19-20
3801951,"tvdpf,voqzp",F100-2208,19-20
3749385,"cfglo,rdbym",F100-2208,19-20
6950257,"afcdm,jwdjz",F100-2208,20-21
1714739,"oxbbx,wntkx",F100-2208,19-20
3585705,"dxcph,jefqg",F100-2208,19-20
1221238,"umxll,zdohj",F100-2208,20-21
6114432,"imxzh,oqhme",F100-2208,19-20
8736932,"dqjav,rdvtc",F100-2208,19-20
3348161,"qyekr,xlizm",F100-2208,20-21
9384148,"rjuxj,nmbfy",F100-2208,19-20
9696326,"cfezw,wtqer",F100-2208,20-21
5732267,"gvtnu,impek",F100-2208,19-20
0629872,"dklnm,kujdc",F100-2208,20-21
3401445,"yevws,veqgz",F100-2208,20-21
5538352,"tvrcb,ekzcy",F100-2208,19-20
8050214,"rtdxx,tsgmc",F100-2208,19-20
3153523,"zhjky,etufo",F100-2208,19-20
8984325,"umicy,rzsnc",F100-2208,19-20
6034072,"bcbtr,nogmc",F100-2208,19-20
5030475,"lmigz,joxqi",F100-2208,19-20
5006471,"oniwc,hlyta",F100-2208,20-21
9479661,"tjszc,ndxgc",F100-2208,19-20
0698008,"jxgtu,hkjfe",F100-2208,19-20
2689802,"ojbnf,fffoy",F100-2208,20-21
9885664,"szpkl,sescd",F100-2208,19-20
7511590,"hzxdn,nhkix",F100-2208,19-20
5524690,"lvnvp,aimcf",F100-2208,20-21
2770745,"spshn,sxtjk",F100-2208,20-21
9851926,"ctgqc,qqxxi",F100-2208,20-21
2664713,"chqhg,nvkkg",F100-2208,20-21
3822396,"jsymv,ijhcq",F100-2208,20-21
8601624,"zllcz,itceh",F100-2208,20-21
8726552,"xjhtq,yozxn",F100-2208,19-20
9007177,"jqguw,defct",F100-2208,19-20
7488597,"xordd,rochp",F100-2208,19-20
6390739,"nucyw,fipsb",F100-2208,20-21
5197734,"oxhnp,buzyh",F100-2208,20-21
6149724,"whjas,rohtp",F100-2208,20-21
9285473,"utfuj,dqabe",F100-2208,19-20
8339812,"lbaqo,yunam",F100-2208,19-20
8453278,"airxe,kpwgs",F100-2208,19-20
6543585,"zamij,nzyfe",F100-2208,19-20
7932235,"yqzjh,vsuri",F100-2208,20-21
3959568,"vrsff,uggmt",F100-2208,20-21
2246478,"zblid,aueon",F100-2208,19-20
9784498,"nhnru,swdfh",F100-2208,20-21
0307796,"ezpio,hmhck",F100-2208,20-21
9978500,"lkzlf,ovapb",F100-2208,19-20
9391847,"pgqih,djasz",F100-2208,20-21
7842786,"ckwkc,focyx",F100-2208,19-20
3779316,"bsxxc,wpsyd",F100-2208,20-21
5459142,"ltqnk,svbcg",F100-2208,20-21
2728971,"otihx,gdpxm",F100-2208,20-21
5950759,"yiawu,xrxhx",F100-2208,20-21
5678839,"owoau,cjwbl",F100-2208,19-20
0642139,"haqwn,yhbal",F100-2208,19-20
5210401,"awmen,kwwrx",F100-2208,20-21
5495426,"ykihg,lhbmj",F100-2208,19-20
8112614,"ntotv,elfbw",F100-2208,19-20
3540028,"qrhyf,ubzps",F100-2208,19-20
5498615,"kpqdy,fhczm",F100-2208,20-21
8361590,"pgmud,emzts",F100-2208,19-20
8360746,"ilqrw,vyvav",F100-2208,20-21
4744117,"unkma,ubwaj",F100-2208,20-21
2950622,"ultqp,edutm",F100-2208,20-21
7134025,"vpmmu,vvdzg",F100-2208,19-20
9823818,"gzncd,yzrzh",F100-2208,19-20
0750933,"bcxem,xubnw",F100-2208,20-21
